gpsimgdirection,gpspitch,gpsroll,datetimeoriginal,gpslatitude,gpslongitude,gps_sec_s_,file_name,x_m_,y_m_,z_m_,x,y,z,URL
"235.53360586916853","-1.34387659794934","-1.10576216858922","295628.56775","6.889642190223841","46.987524025816946",295629,20200408_105231_001340,"2558236.33999999990000","1204197.93999999990000","544.51599999999996","2558236","1204197","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001340.jpg
"235.47044049890212","-0.83682208698509","-1.06447237169638","295629.08782","6.889696480229143","46.98755099353374",295629,20200408_105231_001341,"2558240.49099999990000","1204200.90900000000000","544.40599999999995","2558240","1204200","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001341.jpg
"235.41898927645724","-1.14478687701998","-1.00322112236086","295629.61776","6.889750782696284","46.98757803324687",295630,20200408_105231_001342,"2558244.64300000020000","1204203.88599999990000","544.28599999999994","2558244","1204203","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001342.jpg
"235.34382850157408","-1.26671334366212","-0.93785956311604","295630.15276","6.8898048230607865","46.98760499971352",295630,20200408_105231_001343,"2558248.77499999990000","1204206.85500000000000","544.16600000000005","2558248","1204206","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001343.jpg
"56.04900257619523","-3.39020906393156","-1.31990407112426","296289.91492","6.889761305990236","46.98761711449451",296290,20200408_105231_002510,"2558245.47399999990000","1204208.22500000010000","544.17600000000004","2558245","1204208","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002510.jpg
"55.60560731826371","-3.71694298878272","-1.13606716523924","296290.48484","6.889706214609787","46.98759008899117",296291,20200408_105231_002511,"2558241.26200000010000","1204205.25000000000000","544.29600000000005","2558241","1204205","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002511.jpg
"55.18971644963356","-3.10564833833640","-0.95499626290666","296291.07981","6.889651115487738","46.98756254169447",296291,20200408_105231_002512,"2558237.04900000010000","1204202.21699999990000","544.43600000000004","2558237","1204202","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002512.jpg
"56.39258868189764","-3.12959582249040","-1.06322546096959","296288.84482","6.889871197279292","46.9876701205635",296289,20200408_105231_002508,"2558253.87500000000000","1204214.05899999990000","543.98599999999999","2558253","1204214","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002508.jpg
"56.55964267617101","-3.16930022861754","-0.70942365014790","296288.32984","6.88992634997445","46.9876963097146",296288,20200408_105231_002507,"2558258.09100000000000","1204216.94100000010000","543.89599999999996","2558258","1204216","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002507.jpg
"236.60306837853940","-1.26678644671369","-1.10390177112461","295631.80278","6.889967807182825","46.98768509351825",295632,20200408_105231_001346,"2558261.23600000000000","1204215.67200000000000","543.86599999999999","2558261","1204215","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001346.jpg
"236.02918156413773","-1.13087457205482","-0.73614627145966","295631.24282","6.889912892927625","46.987658725624385",295631,20200408_105231_001345,"2558257.03800000020000","1204212.77000000000000","543.98599999999999","2558257","1204212","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001345.jpg
"235.55090285716963","-1.25708630014430","-0.70885075276499","295630.69282","6.889858614005955","46.987631937971564",295631,20200408_105231_001344,"2558252.88799999980000","1204209.82100000000000","544.07600000000002","2558252","1204209","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001344.jpg
"56.22455377740840","-3.10289521443385","-1.20003239056814","296289.36983","6.889816309560737","46.987643734759644",296289,20200408_105231_002509,"2558249.67900000000000","1204211.15500000000000","544.07600000000002","2558249","1204211","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002509.jpg
"237.98833973728242","-1.22485339909505","-1.50659839839369","295632.92773","6.890077966438864","46.98773635557772",295633,20200408_105231_001348,"2558269.65600000000000","1204221.31199999990000","543.65599999999995","2558269","1204221","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001348.jpg
"56.09183403872535","-3.13086911849043","1.85932786404405","296286.77487","6.8900913696597765","46.98777407431916",296287,20200408_105231_002504,"2558270.70500000010000","1204225.49799999990000","543.65599999999995","2558270","1204225","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002504.jpg
"56.56212455635539","-3.43820553161572","0.99456389761815","296287.29987","6.8900367799102575","46.98774809484144",296287,20200408_105231_002505,"2558266.53200000010000","1204222.63900000000000","543.72600000000000","2558266","1204222","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002505.jpg
"237.21842436143095","-1.08772945269400","-1.34787398184207","295632.36273","6.8900226351912375","46.98771090326114",295632,20200408_105231_001347,"2558265.42700000010000","1204218.51200000010000","543.76599999999996","2558265","1204218","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001347.jpg
"56.61274288934058","-3.21917545687937","0.11482823817511","296287.81486","6.889981859198643","46.98772234762834",296288,20200408_105231_002506,"2558262.33399999980000","1204219.80600000010000","543.81600000000003","2558262","1204219","543",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002506.jpg
"55.68071600887525","-3.90401192057158","-0.95273276200538","296292.97978","6.889486206851377","46.98747919987344",296293,20200408_105231_002515,"2558224.43899999980000","1204193.04000000000000","544.77599999999995","2558224","1204193","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002515.jpg
"235.47066341341014","-1.22763968362364","-0.88746263168568","295627.02300","6.889478820575725","46.98744316508758",295627,20200408_105231_001337,"2558223.84899999990000","1204189.03799999990000","544.87599999999998","2558223","1204189","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001337.jpg
"56.12537875494490","-3.80837203753797","-0.98958852283573","296293.58483","6.889430488033802","46.98745185638631",296294,20200408_105231_002516,"2558220.17900000000000","1204190.03000000000000","544.90599999999995","2558220","1204190","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002516.jpg
"235.50358106570479","-1.25664608157072","-1.03061829455191","295626.50780","6.889424767116679","46.98741622538792",295627,20200408_105231_001336,"2558219.71600000000000","1204186.07199999990000","544.99599999999998","2558219","1204186","544",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001336.jpg
"56.29927559004447","-3.80515464198076","-1.34675276722584","296294.16975","6.889374527410474","46.987425024444484",296294,20200408_105231_002517,"2558215.90100000010000","1204187.07700000000000","545.03599999999994","2558215","1204187","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002517.jpg
"56.18151635191585","-3.30937944451903","-0.91526916896805","296294.74477","6.889318505732481","46.987397742415006",296295,20200408_105231_002518,"2558211.61799999980000","1204184.07400000000000","545.15599999999995","2558211","1204184","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002518.jpg
"55.31964792165494","-2.11195489152352","-1.13630490432320","296297.52966","6.889039820034957","46.98726112279893",296298,20200408_105231_002523,"2558190.31100000020000","1204169.03499999990000","545.62500000000000","2558190","1204169","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002523.jpg
"55.44536770197719","-3.18571014406511","-1.45379095181639","296297.00489","6.889094878453554","46.98728873316589",296297,20200408_105231_002522,"2558194.52100000020000","1204172.07500000000000","545.53499999999997","2558194","1204172","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002522.jpg
"235.79197531663758","-2.15282245974240","1.20504636723183","295623.22313","6.889097290886845","46.9872560377244",295623,20200408_105231_001330,"2558194.67900000000000","1204168.43900000000000","545.63599999999997","2558194","1204168","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001330.jpg
"235.93526371269110","-1.35908879835947","1.17632846405286","295623.78299","6.889151649208021","46.98728270019022",295624,20200408_105231_001331,"2558198.83500000000000","1204171.37400000010000","545.55600000000004","2558198","1204171","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001331.jpg
"55.91648761419010","-3.32092758099134","-1.35054875820191","296296.45481","6.889150400683515","46.9873159859209",296296,20200408_105231_002521,"2558198.76599999980000","1204175.07500000000000","545.43499999999995","2558198","1204175","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002521.jpg
"56.05995346656346","-2.94661286766732","-0.83782525887477","296295.31481","6.889262523360978","46.98737047853719",296295,20200408_105231_002519,"2558207.33800000000000","1204181.07300000010000","545.26599999999996","2558207","1204181","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002519.jpg
"55.94475529196145","-3.47283732210367","-1.35442752248301","296295.88979","6.889206290005725","46.98734333936062",296296,20200408_105231_002520,"2558203.03899999990000","1204178.08599999990000","545.34500000000003","2558203","1204178","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_002520.jpg
"235.61471396512013","-2.37668345474374","0.55190434543908","295624.91283","6.88926116691478","46.98733611884436",295625,20200408_105231_001333,"2558207.20800000010000","1204177.25400000000000","545.34600000000000","2558207","1204177","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001333.jpg
"235.60937774685203","-1.34172108933258","-0.29512023069776","295625.45290","6.88931581568853","46.987362674682224",295625,20200408_105231_001334,"2558211.38599999990000","1204180.17699999990000","545.24599999999998","2558211","1204180","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001334.jpg
"235.55083202645102","-1.07467448161518","-0.98984776498858","295625.98286","6.889370358897664","46.98738927496335",295626,20200408_105231_001335,"2558215.55599999990000","1204183.10500000000000","545.13599999999997","2558215","1204183","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001335.jpg
"235.81898165737792","-1.55895500238494","0.85789055024080","295624.34781","6.889206337214874","46.987309265264905",295624,20200408_105231_001332,"2558203.01599999980000","1204174.29800000000000","545.45600000000002","2558203","1204174","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001332.jpg
"235.21642265565586","-3.01082430904210","-1.05114862876212","295622.08783","6.888989404143916","46.98720127744906",295622,20200408_105231_001328,"2558186.42900000000000","1204162.40900000000000","545.60500000000002","2558186","1204162","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001328.jpg
"235.54787384284140","-2.80039585035069","-0.35674663537444","295622.65783","6.889043387937107","46.98722855884521",295623,20200408_105231_001329,"2558190.55700000000000","1204165.41299999990000","545.63499999999999","2558190","1204165","545",https://sitn.ne.ch/web/images/photos360/assets/textures/20200408_105231_001329.jpg
